Mean,S.D,Variance,Kurtotis,Skewness,Entrophy,Class
14.16908206,2574.384661,6627456.383,249.0580634,300.4489305,30.56870569,7
26.69196116,4709.973628,22183851.58,266.1065433,307.2228476,28.43983657,7
23.98068532,4261.370135,18159275.43,226.7052554,289.1212439,28.24151708,7
57.29548157,10275.31138,105582024,222.0731105,286.8568365,26.81674741,7
6739.365242,857789.8984,7.36E+11,99.87079349,191.4240306,9.394648058,7
15036.2293,1763456.127,3.11E+12,103.3496205,191.3808229,5.309801981,7
14.65831816,2699.872877,7289313.549,295.5095744,321.1821934,32.66831843,7
3400.518135,478245.2416,76239503695,319.6801974,601.1873419,43.05936057,8
4237.811059,596111.0846,1.18E+11,357.0010328,624.9980141,45.53597168,8
3457.816187,491828.6435,80631804845,486.2536824,719.8737313,47.55553965,8
3716.983692,551260.8463,1.01E+11,428.2129048,684.8831149,49.05719845,8
3607.913715,519347.8323,89907390313,321.5384851,605.0523297,49.23209239,8
3107.258046,460155.8301,70581129318,375.6657751,647.1377057,43.68274309,8
3348.835486,495724.1204,81914134521,400.4374797,666.2867792,48.69751337,8
3312.971193,556998.0076,1.03E+11,536.8721303,766.7475672,59.50173808,8
3628.453967,535983.3836,95759395847,421.3294139,684.2078332,43.64345783,8
3014.294266,454223.0701,68772865809,383.9212794,653.3303256,53.75487428,8
3766.387201,553632.2056,1.02E+11,377.4955884,645.2017577,48.50995838,8
2982.292711,455993.0554,69309888867,418.0187982,678.2751211,50.01209407,8
3014.620821,449783.7374,67435136807,404.2037921,671.4358382,51.23254128,8
3450.384262,495348.0675,81789902671,347.5527061,625.3107609,44.20185924,8
3567.121083,544213.2502,98722687224,400.3490152,665.3836508,50.62913446,8
3292.766781,482904.703,77732317386,370.3688827,646.4493089,44.22894768,8
2881.740268,447219.6219,66668463413,460.3158034,715.5796699,49.91357404,8
3788.410458,518521.6085,89621552841,280.8447663,574.5865961,45.67761987,8
2922.269456,437630.1493,63840049190,362.2908111,639.2182879,49.4732709,8
3361.038122,499646.1805,83215435229,400.8037564,662.8515841,44.93555847,8
10499.56303,1607695.715,8.61562E+11,436.5977184,695.1535107,57.77309213,9
1091.678155,174061.4432,30297386011,155.8223341,240.686172,21.9045398,9
413.4990376,67033.194,4493449098,170.1386889,252.1451388,21.96189373,9
4624.715158,652007.3364,2.12557E+11,245.5588662,424.1363135,34.52277626,9
3165.148184,477732.9812,2.28229E+11,161.0590877,242.7467064,18.26808562,9
260328.137,26438437.32,3.49E+14,166.4897322,341.555163,0.276018808,9
219643.1784,22441085.43,2.52E+14,163.4667562,343.7823225,6.447424871,9
334848.8156,33634658.66,3.77E+14,183.3737414,453.3125023,5.271714114,9
62592.88233,9546222.543,3.03768E+13,435.0871448,695.637072,51.5654338,9
340630.8589,35503744.92,4.20E+14,206.4975565,474.8357002,8.471653548,9
240526.5618,25148061.27,2.10808E+14,192.074951,466.8399977,9.971372422,9
102085.8134,12649047.24,5.33328E+13,285.4938337,562.4876277,33.66163673,9
72307.5402,9818865.753,3.21367E+13,307.4195855,588.6032137,46.22811097,9
439542.2407,40753899.23,8.30E+14,99.73469222,272.4388561,1.23854757,9
222102.2981,21971914.84,4.83E+14,57.08470352,146.3522809,1.71463668,9
240783.6237,31060819.17,3.22E+14,366.1500266,623.8333601,36.95787791,9
222328.1329,25616296.41,2.19E+14,242.2039227,517.3570482,26.58219702,9
257561.8499,26139356.68,2.27755E+14,183.2037296,452.3733378,4.955267326,9
492.445894,75134.71724,5645225735,157.7503768,240.5070361,21.81616459,9
6684.735989,843566.1296,2.37201E+11,377.8125106,636.6926413,40.92075844,9
11.27688946,1457.045827,2122982.542,100.8666768,193.8400527,28.71159777,9
21627.82448,3174126.283,3.35836E+12,454.111247,701.8852455,49.38519631,9
534728.4832,46441060.75,7.19E+14,131.2057985,386.9478118,0.620592691,9
63129.88832,6529866.851,2.13196E+13,124.0984125,305.4163017,0.138108764,9
206067.0901,21012892.25,2.21E+14,131.9933846,312.8818995,3.603660792,9
302.1774387,38084.70162,1450444498,104.9793224,196.1511814,19.32732657,9
194841.3312,20208641.08,4.08E+14,72.80635904,163.8486998,0.946703689,9
28484.43372,4363870.547,6.34779E+12,547.363561,768.9219987,54.06596112,9
26053.18472,3790249.299,1.4366E+13,127.2849385,217.3836091,15.80523987,9
225.676033,35141.4082,1234918571,167.2840907,247.7309041,22.03516967,9
150292.9579,17211413.28,9.87442E+13,290.2060964,563.2204796,22.59412546,9
102182.9838,14033590.22,6.56472E+13,305.734435,588.0563573,44.62472529,9
94102.00923,12053992.19,4.84329E+13,326.0079167,597.0782267,33.45943038,9
11725.56839,1944289.479,1.26009E+12,514.8822783,759.8659187,61.75803289,9
14277.27393,2284184.691,1.73917E+12,452.7509469,711.7318249,61.2199875,9
1520.399465,253051.9288,21345092884,559.446647,787.3043866,66.05985656,9
6318.023578,922956.8163,2.8395E+11,419.0002178,677.6159274,52.88699837,9
20288.53029,3099020.024,3.20131E+12,533.0978815,760.423668,53.48133233,9
1870828.472,259186576.1,2.24E+16,343.2235449,614.5561078,33.67982372,9
59779.55264,9301411.457,2.88388E+13,423.3602682,692.3091249,51.07068863,9
463730.044,63580898.56,1.35E+15,337.9474075,609.2428786,31.51392253,9
62010.76886,10361595.92,3.57876E+13,500.7452353,748.8829132,53.1118097,9
1683373.065,238845974.3,1.90E+16,349.6834963,626.8249465,27.96769249,9
332388.6654,49678468.9,8.23E+14,407.2998636,676.67448,42.8031592,9
617880.3993,72204450.74,1.74E+15,229.294776,510.7268757,25.22580203,9
4507002.398,696292341.6,1.62E+17,449.1978969,710.1171177,34.12458774,9
68948.33826,8172051.226,2.22608E+13,297.4008157,570.2025943,20.12811324,9
104232.1547,12995377.38,5.62933E+13,296.1234204,572.2637504,26.74892571,9
,,,,,,
,,,,,,
